78,Acme-Flow-In-Dst-Port_FS2_F,96
79,Acme-Flow-Out-Realm_FS2_F,97
80,Acme-Flow-Out-Src-Addr_FS2_F,98
81,Acme-Flow-Out-Src-Port_FS2_F,99
82,Acme-Flow-Out-Dst-Addr_FS2_F,100
83,Acme-Flow-Out-Dst-Port_FS2_F,101
84,Acme-Calling-RTCP-Packets-Lost_FS2,104
85,Acme-Calling-RTCP-Avg-Jitter_FS2,105
86,Acme-Calling-RTCP-Avg-Latency_FS2,106
87,Acme-Calling-RTCP-MaxJitter_FS2,107
88,Acme-Calling-RTCP-MaxLatency_FS2,108
89,Acme-Calling-RTP-Packets-Lost_FS2,109
90,Acme-Calling-RTP-Avg-Jitter_FS2,110
91,Acme-Calling-RTP-MaxJitter_FS2,111
92,Acme-Calling-Octets_FS2,102
93,Acme-Calling-Packets_FS2,103
94,Acme-FlowID_FS2_R,112
95,Acme-FlowType_FS2_R,113
96,Acme-Flow-In-Realm_FS2_R,114
97,Acme-Flow-In-Src-Addr_FS2_R,115
98,Acme-Flow-In-Src-Port_FS2_R,116
99,Acme-Flow-In-Dst-Addr_FS2_R,117
100,Acme-Flow-In-Dst-Port_FS2_R,118
101,Acme-Flow-Out-Realm_FS2_R,119
102,Acme-Flow-Out-Src-Addr_FS2_R,120
103,Acme-Flow-Out-Src-Port_FS2_R,121
104,Acme-Flow-Out-Dst-Addr_FS2_R,122
105,Acme-Flow-Out-Dst-Port_FS2_R,123
106,Acme-Called-RTCP-Packets-Lost_FS2,126
107,Acme-Called--RTCP-Avg-Jitter_FS2,127
108,Acme-Called--RTCP-Avg-Latency_FS2,128
109,Acme-Called--RTCP-MaxJitter_FS2,129
110,Acme-Called-RTCP-MaxLatency_FS2,130
111,Acme-Called-RTP-Packets-Lost_FS2,131
112,Acme-Called-RTP-Avg-Jitter_FS2,132
113,Acme-Called-RTP-MaxJitter_FS2,133
114,Acme-Called-Octets_FS2,124
115,Acme-Called-Packets_FS2,125
116,Acme-Session-Charging-Vector,54
117,Acme-Session-Charging-Function-Address,55
118,Acme-Firmware-Version,56
119,Acme-Local-Time-Zone,57
120,Acme-Post-Dial-Delay,58
121,Acme-Primary-Routing-Number,64
122,Acme-Originating-Trunk-Group,65
123,Acme-Terminating-Trunk-Group,66
124,Acme-Originating-Trunk-Context,67
125,Acme-Terminating-Trunk-Context,68
126,Acme-P-Asserted-ID,69
127,Acme-Ingress-Local-Addr,74
128,Acme-Ingress-Remote-Addr,75
129,Acme-Egress-Local-Addr,76
130,Acme-Egress-Remote-Addr,77
131,Acme-SIP-Diversion,70
132,Acme-Session-Disposition,60
133,Acme-Disconnect-Initiator,61
134,Acme-Disconnect-Cause,62
135,Acme-SIP-Status,71
136,Acme-Egress-Final-Routing-Number,134
137,Acme-Session-Ingress-RPH,135
138,Acme-Session-Egress-RPH,136
139,Acme-Refer-Call-Transfer-Id,141
140,Acme-Custom-VSA-200,200
141,Acme-Custom-VSA-201,201
142,Acme-Custom-VSA-202,202
143,Acme-Custom-VSA-203,203
144,Acme-Custom-VSA-204,204
145,Acme-Custom-VSA-205,205
146,Acme-Custom-VSA-206,206
147,Acme-Custom-VSA-207,207
148,Acme-Custom-VSA-208,208
149,Acme-Custom-VSA-209,209
150,Acme-Custom-VSA-210,210
151,Acme-Custom-VSA-211,211
152,Acme-Custom-VSA-212,212
153,Acme-Custom-VSA-213,213
154,Acme-Custom-VSA-214,214
155,Acme-Custom-VSA-215,215
156,Acme-Custom-VSA-216,216
157,Acme-Custom-VSA-217,217
158,Acme-Custom-VSA-218,218
159,Acme-Custom-VSA-219,219
160,Acme-Custom-VSA-220,220
161,Acme-Custom-VSA-221,221
162,Acme-Custom-VSA-222,222
163,Acme-Custom-VSA-223,223
164,Acme-Custom-VSA-224,224
165,Acme-Custom-VSA-225,225
166,Acme-Custom-VSA-226,226
167,Acme-Custom-VSA-227,227
168,Acme-Custom-VSA-228,228
169,Acme-Custom-VSA-229,229
170,Acme-Custom-VSA-230,230
171,Acme-CDR-Sequence-Number,59
